ques_id,language,ques,ansTitle,ansContent,translation,translation_title,ques_translation
9065,EN,Would you like to grant access to groups or users?,Would you like to grant access to groups or users? ,"To grant permissions to a SharePoint group or user, follow these steps.Navigate to the site that contains the list, and open the list or library. Choose the ""List"" tab.On the ribbon, select ""Settings"" and then select ""Shared With"".On the ""Shared With"" window, click ""Invite Others"".In the ""Share"">""List Name"" dialog box, enter the names of the people or groups that you want to give access. After you add names, you can click ""Show Options"" to see these options:You can check ""Send an email invitation"", and include a personal message.You can specify the permission level that you want the new users to have.When you finish, click ""Share"".","To grant permissions to a SharePoint group or user, follow these steps.Navigate to the site that contains the list, and open the list or library. Choose the ""List"" tab.On the ribbon, select ""Settings"" and then select ""Shared With"".On the ""Shared With"" window, click ""Invite Others"".In the ""Share"">""List Name"" dialog box, enter the names of the people or groups that you want to give access. After you add names, you can click ""Show Options"" to see these options:You can check ""Send an email invitation"", and include a personal message.You can specify the permission level that you want the new users to have.When you finish, click ""Share"".",Would you like to grant access to groups or users? ,Would you like to grant access to groups or users?
9066,EN,Would you like to delete unique permissions and restore inheritance?,Would you like to delete unique permissions and restore inheritance? ,"When you break permissions inheritance between a site, folder, list, library, list item, or document and its parent, you can restore inheritance at any time: Open the list for which you want to restore permissions inheritance.On the ""List"" tab, click "">List Settings"". (In a document library, click the ""Library"" tab, and then click Library Settings.) On the ""Settings"" page, under ""Permissions and Management"", click ""Permissions for this list."" (In a document library, click Permissions for this document library.) On the ""Permissions"" tab (for a list or a library), click ""Delete unique permissions"".Click ""OK"". The status bar for the list now reports “This list inherits permission from its parent.” The name of the parent appears next to the updated status.Custom permissions are lost when you complete this action.","When you break permissions inheritance between a site, folder, list, library, list item, or document and its parent, you can restore inheritance at any time: Open the list for which you want to restore permissions inheritance.On the ""List"" tab, click "">List Settings"". (In a document library, click the ""Library"" tab, and then click Library Settings.) On the ""Settings"" page, under ""Permissions and Management"", click ""Permissions for this list."" (In a document library, click Permissions for this document library.) On the ""Permissions"" tab (for a list or a library), click ""Delete unique permissions"".Click ""OK"". The status bar for the list now reports “This list inherits permission from its parent.” The name of the parent appears next to the updated status.Custom permissions are lost when you complete this action.",Would you like to delete unique permissions and restore inheritance? ,Would you like to delete unique permissions and restore inheritance?
9067,EN,Would you like to upload large files or many files to a library in SharePoint?,Would you like to upload large files or many files to a library? ,"If you are uploading large files--or many files that add up to a large total size--to a library, you may get errors due to the file size limit in SharePoint or timeout errors in your version of Internet Explorer. Steps you can take to get around these errors include:Upload 100 or fewer files. You cannot upload more than 100 files at a time.If you are an Office 365 customer, avoid uploading files larger than 2 GB, which is the maximum file size by default.If your organization maintains an on-premises deployment of SharePoint, ask the server administrator to verify or  increase the maximum file size limit to accommodate the size of the files you are uploading. The default size limit is 250 MB, but it can beincreased up to a maximum of 2GB.  ","If you are uploading large files--or many files that add up to a large total size--to a library, you may get errors due to the file size limit in SharePoint or timeout errors in your version of Internet Explorer. Steps you can take to get around these errors include:Upload 100 or fewer files. You cannot upload more than 100 files at a time.If you are an Office 365 customer, avoid uploading files larger than 2 GB, which is the maximum file size by default.If your organization maintains an on-premises deployment of SharePoint, ask the server administrator to verify or  increase the maximum file size limit to accommodate the size of the files you are uploading. The default size limit is 250 MB, but it can beincreased up to a maximum of 2GB.  ",Would you like to upload large files or many files to a library? ,Would you like to upload large files or many files to a library in SharePoint?
9068,EN,Would you like to upload files to a library in SharePoint?,Would you like to upload files to a library? ,"You can upload files, to your OneDrive for Business or to your team site, by just dragging them from your computer. First, open OneDrive or the site library. Then find the documents that you want to upload in  File Explorer and drag them to the space in the library where it says ""drag files here"".If you don’t see the option to drag and drop files, update your copy of Office. Instead of dragging files, you can select Upload","You can upload files, to your OneDrive for Business or to your team site, by just dragging them from your computer. First, open OneDrive or the site library. Then find the documents that you want to upload in  File Explorer and drag them to the space in the library where it says ""drag files here"".If you don’t see the option to drag and drop files, update your copy of Office. Instead of dragging files, you can select Upload",Would you like to upload files to a library? ,Would you like to upload files to a library in SharePoint?
9069,EN,Would you like to customize the navigation on your team site in SharePoint?,Would you like to customize the navigation on your team site? ,"You can customize the navigation on your team site by adding, removing, or editing the links. To customize the navigation, just click ""EDIT LINKS"". Click ""EDIT LINKS"" to customize the top navigation.Click ""EDIT LINKS"" to customize navigation in the Quick Launch. If you don’t see the option to edit links, you probably don’t have permission to customize the navigation. To customize the navigation, you need to be a site owner or have permission to customize the site.","You can customize the navigation on your team site by adding, removing, or editing the links. To customize the navigation, just click ""EDIT LINKS"". Click ""EDIT LINKS"" to customize the top navigation.Click ""EDIT LINKS"" to customize navigation in the Quick Launch. If you don’t see the option to edit links, you probably don’t have permission to customize the navigation. To customize the navigation, you need to be a site owner or have permission to customize the site.",Would you like to customize the navigation on your team site? ,Would you like to customize the navigation on your team site in SharePoint?
9070,EN,Would you like to remove a link from the navigation?,Would you like to remove a link from the navigation? ,"You can always remove a link from the navigation, which is something you might want to do if the page is needed on the site but not in the navigation. Removing a link to the page only removes the link and does  not delete the page.Click ""EDIT LINKS"" on the Quick Launch or the top navigation depending on the location of the link that you want to remove.Click the ""X"" corresponding to the link to remove it from the navigation.Click ""Save"".","You can always remove a link from the navigation, which is something you might want to do if the page is needed on the site but not in the navigation. Removing a link to the page only removes the link and does  not delete the page.Click ""EDIT LINKS"" on the Quick Launch or the top navigation depending on the location of the link that you want to remove.Click the ""X"" corresponding to the link to remove it from the navigation.Click ""Save"".",Would you like to remove a link from the navigation? ,Would you like to remove a link from the navigation?
9071,EN,Would you like to change the location of the navigation?,Would you like to change the location of the navigation? ,"To change the location of the navigation on your site, you choose a different site layout. The site layout is part of the site design and positions the navigation on the top or the left side of each page on the  site. Click ""Settings""  On the Change the Look page, select the ""Current"" design (the one you’re already using).Under ""Site layout"", choose the layout that positions the navigation on the top or the left side of the page, which you see in the preview area.If you want to apply the layout, click ""Try it out"" and on the next page choose ""Yes, keep it"". ","To change the location of the navigation on your site, you choose a different site layout. The site layout is part of the site design and positions the navigation on the top or the left side of each page on the  site. Click ""Settings""  On the Change the Look page, select the ""Current"" design (the one you’re already using).Under ""Site layout"", choose the layout that positions the navigation on the top or the left side of the page, which you see in the preview area.If you want to apply the layout, click ""Try it out"" and on the next page choose ""Yes, keep it"". ",Would you like to change the location of the navigation? ,Would you like to change the location of the navigation?
9072,EN,Where can you edit the advanced navigation options?,Where can you edit the advanced navigation options? ,"If the above options are not enough and you want to try more advancedsorting, grouping, or inheritance options for the navigation on your site and subsites, go to the navigation settings under site settings. Make sure you are at the appropriate site level to figure the navigation options.These additional navigation settings are available only if the publishing features are enabled for your site collection.Click ""Settings"" >""Site settings""On the Site Settings page, click ""Navigation"".Choose the options to show subsites or to display the  navigation of the parent site. It usually takes some experimentation to get the options right. ","If the above options are not enough and you want to try more advancedsorting, grouping, or inheritance options for the navigation on your site and subsites, go to the navigation settings under site settings. Make sure you are at the appropriate site level to figure the navigation options.These additional navigation settings are available only if the publishing features are enabled for your site collection.Click ""Settings"" >""Site settings""On the Site Settings page, click ""Navigation"".Choose the options to show subsites or to display the  navigation of the parent site. It usually takes some experimentation to get the options right. ",Where can you edit the advanced navigation options? ,Where can you edit the advanced navigation options?
9073,EN,Would you like to create a list from a list template in SharePoint?,Would you like to create a list from a list template? ,"Windows SharePoint Services 3.0 includes several different types of lists, ranging from a calendar to a contacts list. Although some of the settings vary among the lists, you can use the same basic procedure to create any type of list. The following procedure shows you how to create a list from a list template.        To create a list, you must have permission to change the site where you want to create the list.Click ""View All Site Content"", and then click ""Create"" on the All Site Content page. In most cases, you can use the ""Site Actions"" menu instead to complete this step.Under ""Communications"" or ""Tracking"", click the type of list that you want, such as ""Contacts"">""Calendar"". In the ""Name"" box, type a name for the list. The list name is required.The name appears at the top of the list page,  becomes part of the Web address for the list page, and appears in navigational elements that help users to find and open the list.In the ""Description"" box, type a description of the purpose of the list. The description is optional. The description appears at the top of the list in most views, underneath the name of the list. Some types of lists can receive content by e-mail. If you plan to enable the list to receive content by e-mail, you can add the e-mail address of the list to its description, so that people can easily find the e-mail address.To add a link to this list on the Quick Launch, click ""Yes"" in the ""Navigation"" section.If an ""Incoming E-mail"" section appears, your administrator has enabled lists on your site to receive content by e-mail. To enable people to add content to the list by sending e-mail, click ""Yes"" under ""Enable this list to receive e-mail"". Then, in the ""Email address"" box, type the first part of the address that you want people to use for the list. This option may not be available for some types of lists.If an ""E-Mail Notification"" section appears, your administrator has enabled lists on your site to send  e-mail notifications when list items are assigned. To enable the list to send e-mail to people when an item is assigned to them, click ""Yes"" under ""Send e-mail when ownership is assigned?"". This option may not be available for some types of lists.Click ""Create"". ","Windows SharePoint Services 3.0 includes several different types of lists, ranging from a calendar to a contacts list. Although some of the settings vary among the lists, you can use the same basic procedure to create any type of list. The following procedure shows you how to create a list from a list template.        To create a list, you must have permission to change the site where you want to create the list.Click ""View All Site Content"", and then click ""Create"" on the All Site Content page. In most cases, you can use the ""Site Actions"" menu instead to complete this step.Under ""Communications"" or ""Tracking"", click the type of list that you want, such as ""Contacts"">""Calendar"". In the ""Name"" box, type a name for the list. The list name is required.The name appears at the top of the list page,  becomes part of the Web address for the list page, and appears in navigational elements that help users to find and open the list.In the ""Description"" box, type a description of the purpose of the list. The description is optional. The description appears at the top of the list in most views, underneath the name of the list. Some types of lists can receive content by e-mail. If you plan to enable the list to receive content by e-mail, you can add the e-mail address of the list to its description, so that people can easily find the e-mail address.To add a link to this list on the Quick Launch, click ""Yes"" in the ""Navigation"" section.If an ""Incoming E-mail"" section appears, your administrator has enabled lists on your site to receive content by e-mail. To enable people to add content to the list by sending e-mail, click ""Yes"" under ""Enable this list to receive e-mail"". Then, in the ""Email address"" box, type the first part of the address that you want people to use for the list. This option may not be available for some types of lists.If an ""E-Mail Notification"" section appears, your administrator has enabled lists on your site to send  e-mail notifications when list items are assigned. To enable the list to send e-mail to people when an item is assigned to them, click ""Yes"" under ""Send e-mail when ownership is assigned?"". This option may not be available for some types of lists.Click ""Create"". ",Would you like to create a list from a list template? ,Would you like to create a list from a list template in SharePoint?
9074,EN,Would you like to create a custom list in SharePoint?,Would you like to create a custom list? ,"Creating a custom list is similar to creating a default list, except that the custom list comes with only a few columns, such as ""Title"". After you create a custom list, you can add columns to suit the purpose of your list.         To create a list, you must have permission to change the site where you want to create the list.Click ""View All Site Content"", and then click ""Create"" on the All Site Content page.In most cases, you can use the ""Site Actions"" menu  instead to complete this step.Under ""Custom Lists"", click ""Custom List"".In the ""Name"" box, type a name for the list. The list name is required. The name appears at the top of the list page, becomes part of the Web address for the list page, and appears in  navigational elements that help users to find and open the list.In the ""Description"" box, type a description of the purpose of the list. The description is optional. The description appears at the top of the list, underneath the name of the list.To add a link to this list on the Quick Launch, click ""Yes"" in the ""Navigation"" section.Click ""Create"".You can also create a custom list in datasheet view or from a spreadsheet, which is helpful when you have several items to update at once. Datasheet view requires a program or control that is compatible with Windows SharePoint Services, such as Microsoft Office Professional 2007, and ActiveX control support.","Creating a custom list is similar to creating a default list, except that the custom list comes with only a few columns, such as ""Title"". After you create a custom list, you can add columns to suit the purpose of your list.         To create a list, you must have permission to change the site where you want to create the list.Click ""View All Site Content"", and then click ""Create"" on the All Site Content page.In most cases, you can use the ""Site Actions"" menu  instead to complete this step.Under ""Custom Lists"", click ""Custom List"".In the ""Name"" box, type a name for the list. The list name is required. The name appears at the top of the list page, becomes part of the Web address for the list page, and appears in  navigational elements that help users to find and open the list.In the ""Description"" box, type a description of the purpose of the list. The description is optional. The description appears at the top of the list, underneath the name of the list.To add a link to this list on the Quick Launch, click ""Yes"" in the ""Navigation"" section.Click ""Create"".You can also create a custom list in datasheet view or from a spreadsheet, which is helpful when you have several items to update at once. Datasheet view requires a program or control that is compatible with Windows SharePoint Services, such as Microsoft Office Professional 2007, and ActiveX control support.",Would you like to create a custom list? ,Would you like to create a custom list in SharePoint?
9075,EN,Would you like to creating a wiki site in SharePoint?,Would you like to creating a wiki site? ,"Before creating a site, make sure that you are at the location on your site where you want to create a newsubsite. Click ""View All Site Content"", and then click ""Create"" on the All Site Content page.In most cases, you can use the ""Site Actions"" menu instead to complete this step.Under ""Web Pages"", click ""Sites and Workspaces"".In the ""Title and Description"" section, type a title for your wiki site. The title is required. The title appears at the top of the Web page and appears in navigational elements that help users to find and open the site.Type a description of the purpose of your wiki in the ""Description"" box. The description is optional.The description helps users understand the purpose of your site.In the ""Web Site Address"" section, type a URL for your wiki site. The first part is provided for you. In the ""Template Selection"" section, click the ""Collaboration"" tab if it is not already selected, and then click the ""Wiki Site"" template.In the ""Permissions"" section, select whether you want to provide access to the same users who have access to this parent site or to a unique set of users. If you click ""Use Unique Permissions"", you can set up permissions later after you finish entering information on the current page.In the ""Navigation Inheritance"" section, specify whether you want the site to inherit its top link bar from the parent site or to have its own set of links on the top link bar. This setting also affects whether the new site appears as part of the breadcrumb navigation of the parent site. The breadcrumb navigation provides a set of hyperlinks that enable site users to quickly navigate up the hierarchy of sites within a site collection,  such as: ""AdventureWorks;Marketing;Convention Planning"". When you navigate down the site hierarchy, breadcrumb navigation appears on the page to which you have navigated. If you click ""No"",your subsite will not appear in the breadcrumb navigation for the parent site and the breadcrumb navigation for your new site will not  include the parent site. Click ""Create"".If you specified that you want the subsite to have the same permission as its parent site, the new site is created when you click ""Create"". If you specified unique permissions, the Set Up Groups for this Site page appears, where you can set up groups for the subsite.If the Set Up Groups for this Site page appears, you need to specify whether you want to create new groups or use existing groups for visitors, members, and owners of this site. In each section, do one of the following: If you click ""Create a new grou"",either accept the automatically created name for the new SharePoint group, or type a new name, and then add the people whom you want. Click the check mark icon to verify any names that you type, or click the Address Book icon to browse through your directory for more names. In the ""Visitors to this Site"" section, you can also add all authenticated users to the Visitors group,which provides the group members with permission to read the content on your site, by default.If you click ""Use an existing group"", select the SharePoint group that you want from the list.If you have several SharePoint groups, the list may be abbreviated. Click ""More"" to see the full list or ""Less"" to abbreviate the list.Click ""OK"". ","Before creating a site, make sure that you are at the location on your site where you want to create a newsubsite. Click ""View All Site Content"", and then click ""Create"" on the All Site Content page.In most cases, you can use the ""Site Actions"" menu instead to complete this step.Under ""Web Pages"", click ""Sites and Workspaces"".In the ""Title and Description"" section, type a title for your wiki site. The title is required. The title appears at the top of the Web page and appears in navigational elements that help users to find and open the site.Type a description of the purpose of your wiki in the ""Description"" box. The description is optional.The description helps users understand the purpose of your site.In the ""Web Site Address"" section, type a URL for your wiki site. The first part is provided for you. In the ""Template Selection"" section, click the ""Collaboration"" tab if it is not already selected, and then click the ""Wiki Site"" template.In the ""Permissions"" section, select whether you want to provide access to the same users who have access to this parent site or to a unique set of users. If you click ""Use Unique Permissions"", you can set up permissions later after you finish entering information on the current page.In the ""Navigation Inheritance"" section, specify whether you want the site to inherit its top link bar from the parent site or to have its own set of links on the top link bar. This setting also affects whether the new site appears as part of the breadcrumb navigation of the parent site. The breadcrumb navigation provides a set of hyperlinks that enable site users to quickly navigate up the hierarchy of sites within a site collection,  such as: ""AdventureWorks;Marketing;Convention Planning"". When you navigate down the site hierarchy, breadcrumb navigation appears on the page to which you have navigated. If you click ""No"",your subsite will not appear in the breadcrumb navigation for the parent site and the breadcrumb navigation for your new site will not  include the parent site. Click ""Create"".If you specified that you want the subsite to have the same permission as its parent site, the new site is created when you click ""Create"". If you specified unique permissions, the Set Up Groups for this Site page appears, where you can set up groups for the subsite.If the Set Up Groups for this Site page appears, you need to specify whether you want to create new groups or use existing groups for visitors, members, and owners of this site. In each section, do one of the following: If you click ""Create a new grou"",either accept the automatically created name for the new SharePoint group, or type a new name, and then add the people whom you want. Click the check mark icon to verify any names that you type, or click the Address Book icon to browse through your directory for more names. In the ""Visitors to this Site"" section, you can also add all authenticated users to the Visitors group,which provides the group members with permission to read the content on your site, by default.If you click ""Use an existing group"", select the SharePoint group that you want from the list.If you have several SharePoint groups, the list may be abbreviated. Click ""More"" to see the full list or ""Less"" to abbreviate the list.Click ""OK"". ",Would you like to creating a wiki site? ,Would you like to creating a wiki site in SharePoint?
9076,EN,Would you like edit a wiki page in SharePoint?,Would you like edit a wiki page? ,"When you first create a wiki site, the home page contains sample content about wikis. You can edit it or replace it with your own content. The easiest way to start adding content to your wiki is to editthe home page and add placeholder links to pages that you will create later.On the wiki page that you want to edit, click ""Edit"".Type any text you want. Use the buttons on the ""Formatting"" toolbar to format text, and add other content, such as images, tables, and hyperlinks.If you are not using a browser that supports ActiveX Controls, you will not see the ""Formatting"" toolbar. Instead, you can enter text using HTML tags. Find more information about using enhanced text boxes in the ""See Also"" section.To add wiki links to other pages in your wiki, type the name of the page surrounded by double square brackets: [[Page Name]]. For example, to add a wiki link to a page named """"Orientation Information,"""" type: [[Orientation Information]].If the page that you are linking to does not exist yet, a placeholder link with a dotted underline will appear on the page (after you save the edited page).Click ""OK<"" when you are finished.You can add more content later or change content that you have entered by clicking ""Edit<"". If you created a placeholder link, you can later click the link to create and edit the page.","When you first create a wiki site, the home page contains sample content about wikis. You can edit it or replace it with your own content. The easiest way to start adding content to your wiki is to editthe home page and add placeholder links to pages that you will create later.On the wiki page that you want to edit, click ""Edit"".Type any text you want. Use the buttons on the ""Formatting"" toolbar to format text, and add other content, such as images, tables, and hyperlinks.If you are not using a browser that supports ActiveX Controls, you will not see the ""Formatting"" toolbar. Instead, you can enter text using HTML tags. Find more information about using enhanced text boxes in the ""See Also"" section.To add wiki links to other pages in your wiki, type the name of the page surrounded by double square brackets: [[Page Name]]. For example, to add a wiki link to a page named """"Orientation Information,"""" type: [[Orientation Information]].If the page that you are linking to does not exist yet, a placeholder link with a dotted underline will appear on the page (after you save the edited page).Click ""OK<"" when you are finished.You can add more content later or change content that you have entered by clicking ""Edit<"". If you created a placeholder link, you can later click the link to create and edit the page.",Would you like edit a wiki page? ,Would you like edit a wiki page in SharePoint?
9077,EN,Would you like update a task in SharePoint?,Would you like update a task? ,"It’s important to return to your project tasks list as your project progresses, andupdate the columns pertaining to each task’s status. This helps to communicate what’s going on in your project with those who may not be  tuned in to the day-to-day details of your project’s tasks.In your project tasks list, complete the following columns for each task to provide an update on your project: ""Complete""; Type your best estimate as to how much work has been completed on the task, using a percentage. For example, if a task is about halfway complete, type 50% in the ""% Complete"" column. This percentage is used to draw a progress overlay on the Gantt bar for the task.""Task Status"";Choose the descriptor that most accurately reflects the current status of this task. In addition, you may run into other changes to your project that require updates to your project tasks list. For example, the ""Start Date"" or ""Due Date"" for a task may change if a task gets started earlier than planned, or gets delayed. You can update these columns in the table portion of the view, just as you would any other column. In some cases, the person who is currently working on a task may no longer be available to the task. You can also update who is assigned to the task by updating the ""Assigned To"" column. ","It’s important to return to your project tasks list as your project progresses, andupdate the columns pertaining to each task’s status. This helps to communicate what’s going on in your project with those who may not be  tuned in to the day-to-day details of your project’s tasks.In your project tasks list, complete the following columns for each task to provide an update on your project: ""Complete""; Type your best estimate as to how much work has been completed on the task, using a percentage. For example, if a task is about halfway complete, type 50% in the ""% Complete"" column. This percentage is used to draw a progress overlay on the Gantt bar for the task.""Task Status"";Choose the descriptor that most accurately reflects the current status of this task. In addition, you may run into other changes to your project that require updates to your project tasks list. For example, the ""Start Date"" or ""Due Date"" for a task may change if a task gets started earlier than planned, or gets delayed. You can update these columns in the table portion of the view, just as you would any other column. In some cases, the person who is currently working on a task may no longer be available to the task. You can also update who is assigned to the task by updating the ""Assigned To"" column. ",Would you like update a task? ,Would you like update a task in SharePoint?
9078,EN,Would you like to add or show a column in SharePoint?,Would you like to add or show a column? ,"To add a new column, on the ""List"" tab, in the ""Manage Views"" group, click ""Create Column"".To show an existing column, hover the mouse cursor over any column in the project tasks list view, and then click ""Configure Columns"". Click the check box to the left of the column you want to show to select it, and then click ""OK"". ","To add a new column, on the ""List"" tab, in the ""Manage Views"" group, click ""Create Column"".To show an existing column, hover the mouse cursor over any column in the project tasks list view, and then click ""Configure Columns"". Click the check box to the left of the column you want to show to select it, and then click ""OK"". ",Would you like to add or show a column? ,Would you like to add or show a column in SharePoint?
9079,EN,Would you like delete or hide a column in SharePoint?,Would you like delete or hide a column? ,"To delete a column and its data, on the ""List"" tab, in the ""Settings"" group, click ""List Settings"". In the ""Columns"" section of the ""List Settings"" page, click the name of the column that you want to delete. On the ""Change Column""page, click ""Delete"".To hide a column from view, without deleting its data, hover the mouse cursor over the column header for the column you want tohide, and then click ""Hide Column"". ","To delete a column and its data, on the ""List"" tab, in the ""Settings"" group, click ""List Settings"". In the ""Columns"" section of the ""List Settings"" page, click the name of the column that you want to delete. On the ""Change Column""page, click ""Delete"".To hide a column from view, without deleting its data, hover the mouse cursor over the column header for the column you want tohide, and then click ""Hide Column"". ",Would you like delete or hide a column? ,Would you like delete or hide a column in SharePoint?
9080,EN,Would you like sort a column in SharePoint?,Would you like sort a column? ,"Hover the mouse cursor over a column header, and then click the arrow that appears on the right side of the cell. Click ""Sort Ascending"" or ""Sort Descending"" to sort the contents of that column.Move a columnYou can move columns in two ways: Hover the mouse cursor over the column header for the column you want to move. When the cursor turns into a four-way arrow, drag the column right or left, releasing the mouse button when the indicator appears where you’d like the column to appear.Hover the mouse cursor over any column in the project tasks list view, and then click ""Configure Columns"". Select the row containing the column you want to move, and then click ""Move Up"" or ""Move Down"" to change the order of the columns. Click ""OK"" to move the column in the view.","Hover the mouse cursor over a column header, and then click the arrow that appears on the right side of the cell. Click ""Sort Ascending"" or ""Sort Descending"" to sort the contents of that column.Move a columnYou can move columns in two ways: Hover the mouse cursor over the column header for the column you want to move. When the cursor turns into a four-way arrow, drag the column right or left, releasing the mouse button when the indicator appears where you’d like the column to appear.Hover the mouse cursor over any column in the project tasks list view, and then click ""Configure Columns"". Select the row containing the column you want to move, and then click ""Move Up"" or ""Move Down"" to change the order of the columns. Click ""OK"" to move the column in the view.",Would you like sort a column? ,Would you like sort a column in SharePoint?
9081,EN,Would you like to set permissions for an individual task in SharePoint?,Would you like to set permissions for an individual task? ,"Some projects may contain tasks that not everyone should have access to. When that’s the case, you may be able to set permissions for individual tasks.On the ""List"" tab, in the ""Manage Views"" group, choose ""All Tasks"", or another non-Gantt view, from the ""Current View"" list.Hover the mouse cursor over the task for which you want to adjust permissions, and click the arrow that appears.Click ""Manage Permissions"" to adjust the permissions for the selected task.On the ""Edit"" tab, click ""Stop Inheriting Permissions"" to begin providing unique permissions for this task.Adjust the permissions just as you would any other SharePoint item.","Some projects may contain tasks that not everyone should have access to. When that’s the case, you may be able to set permissions for individual tasks.On the ""List"" tab, in the ""Manage Views"" group, choose ""All Tasks"", or another non-Gantt view, from the ""Current View"" list.Hover the mouse cursor over the task for which you want to adjust permissions, and click the arrow that appears.Click ""Manage Permissions"" to adjust the permissions for the selected task.On the ""Edit"" tab, click ""Stop Inheriting Permissions"" to begin providing unique permissions for this task.Adjust the permissions just as you would any other SharePoint item.",Would you like to set permissions for an individual task? ,Would you like to set permissions for an individual task in SharePoint?
9083,EN,How can I use eduroam?,How can I use eduroam? ,Eduroam is provided by all universities who are mebmber of the eduroam network (https://www.eduroam.org/index.php?p=where).If you want to connect to a eduroam network you first have to chose this network in your wlan settings. Then you tip in your username like this: username@ethz.ch. The password is the same as you use at the ETH wlan. ,Eduroam is provided by all universities who are mebmber of the eduroam network (https://www.eduroam.org/index.php?p=where).If you want to connect to a eduroam network you first have to chose this network in your wlan settings. Then you tip in your username like this: username@ethz.ch. The password is the same as you use at the ETH wlan. ,How can I use eduroam? ,How can I use eduroam?
9085,EN,How can I get guest access for WLAN?,Access for one person ,"Every employee or student of the is able to create a guest login for WLAN. This guest can be used for three days and can be used by one person.To create such an account you have to do the following steps:Login to the page www.password.ethz.chhttp://www.passwort.ethz.chGo to ""meine Services"" >""Tagesgast""Define a username and a password for the new userAfter the saving the account can be used. The guest shoud connect his device to the public network and then he can login on the landinpage.","Every employee or student of the is able to create a guest login for WLAN. This guest can be used for three days and can be used by one person.To create such an account you have to do the following steps:Login to the page www.password.ethz.chhttp://www.passwort.ethz.chGo to ""meine Services"" >""Tagesgast""Define a username and a password for the new userAfter the saving the account can be used. The guest shoud connect his device to the public network and then he can login on the landinpage.",Access for one person ,How can I get guest access for WLAN?
9085,EN,How can I get guest access for WLAN?,Access for group ,"Access for groups (like for conferences or meetings with external guests) can be asked for on www.idts.ethz.ch/hdwebhttp://www.idts.ethz.ch/hdweb Login in this page and fill our the form ""Gruppenaccount"". Please create this request a few days before the event, so we have enough time to create it. Also we would recommend to create the guest a few days before the event and test it on location. So we have enough time to react if there is problem with the account.","Access for groups (like for conferences or meetings with external guests) can be asked for on www.idts.ethz.ch/hdwebhttp://www.idts.ethz.ch/hdweb Login in this page and fill our the form ""Gruppenaccount"". Please create this request a few days before the event, so we have enough time to create it. Also we would recommend to create the guest a few days before the event and test it on location. So we have enough time to react if there is problem with the account.",Access for group ,How can I get guest access for WLAN?
9087,EN,How can I access the ETH WLAN?,As external ,"As a member of an other university you have two options for using the WLAN at ETH:With VPN. Connect to the public network and start the VPN client of your home university, then you should get access to the internet.WIth eduroam. ETH is a member of the eduroam network, so you can (if your university is also a member if eduroam) use the eduroam network to connect to the internet. If you have questions about your username and password for eduroam you have to contact the IT of your home university.","As a member of an other university you have two options for using the WLAN at ETH:With VPN. Connect to the public network and start the VPN client of your home university, then you should get access to the internet.WIth eduroam. ETH is a member of the eduroam network, so you can (if your university is also a member if eduroam) use the eduroam network to connect to the internet. If you have questions about your username and password for eduroam you have to contact the IT of your home university.",As external ,How can I access the ETH WLAN?
9089,EN,Building access,Access to building ,"To get access to an ETH building outside of the normal opening hours you have to do two things:Set a pin for your ETH cardFor setting a new pin code for your ETH card you have to to go to www.adressen.ethz.ch and there to"" Zutritts-PIN-Code ändern"".http://www.adressen.ethz.chPermissions for accessing the buildingTo enter a building you need the permissions from the management of this building.To request this permissions you can go to https://www1.ethz.ch/immobilien/gmis/do_enterhttps://www1.ethz.ch/immobilien/gmis/do_enter","To get access to an ETH building outside of the normal opening hours you have to do two things:Set a pin for your ETH cardFor setting a new pin code for your ETH card you have to to go to www.adressen.ethz.ch and there to"" Zutritts-PIN-Code ändern"".http://www.adressen.ethz.chPermissions for accessing the buildingTo enter a building you need the permissions from the management of this building.To request this permissions you can go to https://www1.ethz.ch/immobilien/gmis/do_enterhttps://www1.ethz.ch/immobilien/gmis/do_enter",Access to building ,Building access
9091,EN,Set mail forward,Set a mail forward ,"To set a forward from your ETH mail to an other address you have to do the following steps: Login to the website www.passwort.ethz.chhttp://www.passwort.ethz.ch/Click on ""meine Servicesand"" then on ""Mailbox""Here you have the field ""Forward"" where you can define a forward to an other address. Also you can define if the mails should be saved on the ETH servers or not.","To set a forward from your ETH mail to an other address you have to do the following steps: Login to the website www.passwort.ethz.chhttp://www.passwort.ethz.ch/Click on ""meine Servicesand"" then on ""Mailbox""Here you have the field ""Forward"" where you can define a forward to an other address. Also you can define if the mails should be saved on the ETH servers or not.",Set a mail forward ,Set mail forward
9093,EN,Where can I get ETH software,Where can I get ETH software? ,ETH software can be ordered over the IDES system. The order can be placed onhttp://www.ides.ethz.ch/After ordering the software you will get an e-mail with further informations for the installation. Informations how to download the software can be found here:https://www1.ethz.ch/id/servicedesk/guide/ides/index,ETH software can be ordered over the IDES system. The order can be placed onhttp://www.ides.ethz.ch/After ordering the software you will get an e-mail with further informations for the installation. Informations how to download the software can be found here:https://www1.ethz.ch/id/servicedesk/guide/ides/index,Where can I get ETH software? ,Where can I get ETH software
